matrix,family,m,n,w_fro,direction,eta,step_fro,kl,kl_per_step2
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,frame_rot,0.01,0.07667405605316162,4.245625531040572e-06,0.0007221789245894393
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,frame_rot,0.03,0.23002216815948484,3.810670887686627e-05,0.0007202148249124031
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,gauss,0.0001,0.0007667405605316163,-6.12637455229312e-10,-0.001042093456773325
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,gauss,0.0003,0.0023002216815948486,3.621245745650623e-09,0.0006844135711367747
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,gauss,0.001,0.007667405605316162,2.9427625456622118e-08,0.0005005625378429325
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,gauss,0.003,0.02300221681594849,2.7848027360799826e-07,0.0005263262753711628
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,gauss,0.01,0.07667405605316162,3.107899912111401e-06,0.0005286523269305203
model.layers.7.self_attn.k_proj.weight,self_attn,512,1024,7.667405605316162,gauss,0.03,0.23002216815948484,2.7763956770222048e-05,0.0005247373455617453
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_rand,0.0001,0.0008579773902893067,-1.0809015477268926e-10,-0.0001468366446939352
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_rand,0.0003,0.0025739321708679198,1.0396219840458128e-08,0.0015692106917432605
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_rand,0.001,0.008579773902893066,1.1304239702225374e-07,0.0015356409028939035
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_rand,0.003,0.0257393217086792,1.044237916379077e-06,0.001576178003401612
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_rand,0.01,0.08579773902893066,1.162281600798782e-05,0.001578918365041609
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_rand,0.03,0.25739321708679197,0.00010442066818761118,0.0015761308578845336
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_scale,0.0001,0.0008579773902893067,1.252700884934865e-09,0.0017017497582067947
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_scale,0.0003,0.0025739321708679198,6.796869561677538e-09,0.0010259229364371267
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_scale,0.001,0.008579773902893066,9.75620550396627e-08,0.0013253459430783163
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_scale,0.003,0.0257393217086792,8.841887333411738e-07,0.001334598955361027
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_scale,0.01,0.08579773902893066,9.80526631997014e-06,0.001332010681067733
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,spec_scale,0.03,0.25739321708679197,8.769882469675106e-05,0.0013237305047350293
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,frame_rot,0.0001,0.0008579773902893067,8.759443000068686e-11,0.00011899392893115225
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,frame_rot,0.0003,0.0025739321708679198,1.3137297160312897e-08,0.001982950291638208
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,frame_rot,0.001,0.008579773902893066,1.548656915455823e-07,0.0021037955373993836
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,frame_rot,0.003,0.0257393217086792,1.3996032009956492e-06,0.00211256816506843
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,frame_rot,0.01,0.08579773902893066,1.562790346843753e-05,0.0021229953030707334
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,frame_rot,0.03,0.25739321708679197,0.00014190750324746733,0.0021419590461902375
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,gauss,0.0001,0.0008579773902893067,-6.294490109821511e-10,-0.0008550841746216835
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,gauss,0.0003,0.0025739321708679198,1.0597905694644571e-08,0.0015996532567928267
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,gauss,0.001,0.008579773902893066,9.781339396316642e-08,0.0013287602932830953
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,gauss,0.003,0.0257393217086792,8.894207774132527e-07,0.0013424962292005308
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,gauss,0.01,0.08579773902893066,9.890692861124104e-06,0.0013436155739437177
model.layers.7.self_attn.v_proj.weight,self_attn,512,1024,8.579773902893066,gauss,0.03,0.25739321708679197,8.883069458406393e-05,0.001340815006179694
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_rand,0.0001,0.0016176931381225587,4.0594904682412095e-11,1.551240873366915e-05
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_rand,0.0003,0.004853079414367675,1.2179738104072399e-08,0.0005171340733455628
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_rand,0.001,0.016176931381225588,1.3349060900451246e-07,0.0005101036460572298
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_rand,0.003,0.04853079414367676,1.2218024584659263e-06,0.000518759661965841
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_rand,0.01,0.16176931381225587,1.3605414159114363e-05,0.0005198995959669563
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_rand,0.03,0.4853079414367676,0.0001229462365440767,0.0005220119477387371
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_scale,0.0001,0.0016176931381225587,9.608802905050282e-10,0.0003671782931146688
model.layers.7.self_attn.o_proj.weight,self_attn,1024,2048,16.176931381225586,spec_scale,0.0003,0.004853079414367675,6.798132822339294e-09,0.00028863889252142734
