run,ckpt,matrix,m,n,disp_fro,w0_fro,rel_disp
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.out_proj.weight,1024,2048,0.0030486758332699537,17.915380477905273,0.0001701708672628992
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.0054864962585270405,41.524749755859375,0.0001321259319028856
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.0030466991011053324,25.05157470703125,0.0001216170694551274
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.00031077826861292124,2.2407264709472656,0.0001386953171850288
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.0003140392364002764,4.82482385635376,6.508822824417134e-05
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.mlp.gate_proj.weight,3584,1024,0.004103346262127161,23.213136672973633,0.0001767682808202549
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.mlp.up_proj.weight,3584,1024,0.00409364141523838,16.39203643798828,0.00024973354779467375
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.mlp.down_proj.weight,1024,3584,0.004034681245684624,16.277727127075195,0.00024786514813690584
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.002986367791891098,18.343368530273438,0.00016280367408867523
v4_rlvr_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.005278207361698151,41.7341194152832,0.000126472235083634
