matrix,family,m,n,w_fro,direction,eta,step_fro,kl,kl_per_step2
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,spec_rand,0.01,0.16392898559570312,0.0004277929561390009,0.01591923253111708
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,spec_rand,0.03,0.4917869567871094,0.0005985806468799308,0.002474962704780929
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,spec_scale,0.001,0.016392898559570313,1.3341481616754307e-05,0.04964694839382206
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,spec_scale,0.003,0.049178695678710936,0.00042979278445736915,0.1777072342483049
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,spec_scale,0.01,0.16392898559570312,0.0004186384475233294,0.015578570654221573
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,spec_scale,0.03,0.4917869567871094,0.0006197092967756388,0.0025623237325168293
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,frame_rot,0.001,0.016392898559570313,0.0004271409584486316,1.5894970086647637
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,frame_rot,0.003,0.049178695678710936,0.00042189457105066414,0.17444154503534964
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,frame_rot,0.01,0.16392898559570312,0.0004611029098894558,0.017158778184556845
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,frame_rot,0.03,0.4917869567871094,0.000581510366467781,0.0024043818939905363
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,gauss,0.001,0.016392898559570313,0.000403490805077798,1.5014889464692396
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,gauss,0.003,0.049178695678710936,0.0004103608804390761,0.16967268819693465
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,gauss,0.01,0.16392898559570312,0.0004356305217426396,0.016210887705733066
model.layers.1.mlp.up_proj.weight,mlp,3584,1024,16.392898559570312,gauss,0.03,0.4917869567871094,0.0005891032713150129,0.0024357764210535186
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_rand,0.001,0.016452600479125976,0.00040214719744403855,1.4856480691896172
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_rand,0.003,0.04935780143737793,0.00040943340535292674,0.16806282541715084
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_rand,0.01,0.16452600479125976,0.000455157280190708,0.016814826481217023
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_rand,0.03,0.4935780143737793,0.0006270534213071358,0.0025739074607634476
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_scale,0.001,0.016452600479125976,2.6039514854409532e-05,0.09619749985071382
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_scale,0.003,0.04935780143737793,0.0004270307376995483,0.17528611827824153
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_scale,0.01,0.16452600479125976,0.0004304972837514689,0.015903814883249177
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,spec_scale,0.03,0.4935780143737793,0.0006889372362836447,0.002827926030244345
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,frame_rot,0.001,0.016452600479125976,0.0003914993735628501,1.446311927869473
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,frame_rot,0.003,0.04935780143737793,0.0004067256375889412,0.16695135015636545
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,frame_rot,0.01,0.16452600479125976,0.00047919111107215865,0.01770270571228454
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,frame_rot,0.03,0.4935780143737793,0.0007472295296046835,0.003067202244336705
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,gauss,0.001,0.016452600479125976,0.00039893737570447993,1.4737900592367275
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,gauss,0.003,0.04935780143737793,0.0004115608581317884,0.16893609496546447
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,gauss,0.01,0.16452600479125976,0.0004318672503693348,0.01595442541276729
model.layers.1.mlp.down_proj.weight,mlp,1024,3584,16.452600479125977,gauss,0.03,0.4935780143737793,0.0005821567641465454,0.002389617196326185
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_rand,0.001,0.023009752273559572,0.00024732035569054623,0.4671280821637395
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_rand,0.003,0.06902925682067872,0.00025867500042318675,0.05428602758016896
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_rand,0.01,0.2300975227355957,0.0002638982507244216,0.004984396994055306
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_rand,0.03,0.6902925682067871,0.00033199236052919604,0.0006967254821922815
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_scale,0.001,0.023009752273559572,1.546368600500888e-06,0.0029207147007908715
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_scale,0.003,0.06902925682067872,0.00024191494687356288,0.050768730865173244
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_scale,0.01,0.2300975227355957,0.0002622545842977744,0.004953352127430687
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,spec_scale,0.03,0.6902925682067871,0.00036853851381761884,0.0007734219345792037
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,frame_rot,0.001,0.023009752273559572,0.0002540019764718363,0.47974804097220375
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,frame_rot,0.003,0.06902925682067872,0.00024012940542090313,0.05039401373987684
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,frame_rot,0.01,0.2300975227355957,0.00026491962333615387,0.005003688241957683
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,frame_rot,0.03,0.6902925682067871,0.00038256837830323874,0.0008028652750321424
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,gauss,0.001,0.023009752273559572,0.00023916495955515695,0.45172451966532284
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,gauss,0.003,0.06902925682067872,0.0002561039640225456,0.053746464991103575
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,gauss,0.01,0.2300975227355957,0.00026862649255071885,0.005073701998091778
model.layers.12.mlp.gate_proj.weight,mlp,3584,1024,23.00975227355957,gauss,0.03,0.6902925682067871,0.0003413353947524949,0.0007163329515147402
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_rand,0.001,0.01577102756500244,0.0002523884584377171,1.0147276848300377
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_rand,0.003,0.04731308269500732,0.0002584164225701938,0.11544034577134163
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_rand,0.01,0.1577102756500244,0.0002750043123305349,0.011056547153415246
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_rand,0.03,0.47313082695007325,0.00038095397441079723,0.001701805871761251
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_scale,0.001,0.01577102756500244,0.0,0.0
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_scale,0.003,0.04731308269500732,0.0002610389164901441,0.11661187195335147
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_scale,0.01,0.1577102756500244,0.0002558842945269997,0.010287826922712693
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,spec_scale,0.03,0.47313082695007325,0.0003418727882529171,0.0015272215478104628
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,frame_rot,0.001,0.01577102756500244,0.00023573512845936125,0.9477729790631819
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,frame_rot,0.003,0.04731308269500732,0.00025693523358955955,0.11477866581162206
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,frame_rot,0.01,0.1577102756500244,0.0002639186365392915,0.010610847607562172
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,frame_rot,0.03,0.47313082695007325,0.00037982827575336624,0.0016967771262598747
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,gauss,0.001,0.01577102756500244,0.00023523332641313686,0.9457554841596505
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,gauss,0.003,0.04731308269500732,0.00024509406333546075,0.10948895250751042
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,gauss,0.01,0.1577102756500244,0.00026000722321967303,0.010453589252453621
model.layers.12.mlp.up_proj.weight,mlp,3584,1024,15.771027565002441,gauss,0.03,0.47313082695007325,0.00038021407828844086,0.0016985005917271817
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_rand,0.001,0.01522135353088379,0.0002435937153929329,1.0513795695214965
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_rand,0.003,0.045664060592651365,0.0002512190358765074,0.12047681816302383
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_rand,0.01,0.15221353530883788,0.0002648904110244689,0.011432986514616718
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_rand,0.03,0.4566406059265137,0.0003672869116468908,0.001761393531097419
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_scale,0.001,0.01522135353088379,1.3608851221859362e-06,0.005873742726178596
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_scale,0.003,0.045664060592651365,0.0002607634050791254,0.1250540000986707
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_scale,0.01,0.15221353530883788,0.00026847000447028616,0.011587486043065328
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,spec_scale,0.03,0.4566406059265137,0.00034148471810576346,0.0016376542543895172
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,frame_rot,0.001,0.01522135353088379,0.0002506454917287211,1.0818158784234868
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,frame_rot,0.003,0.045664060592651365,0.00025896232105433135,0.12419025634695076
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,frame_rot,0.01,0.15221353530883788,0.0002633826962979153,0.011367911746262857
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,frame_rot,0.03,0.4566406059265137,0.0003591413567883675,0.001722329989272123
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,gauss,0.001,0.01522135353088379,0.0002463445980606747,1.063252707670193
model.layers.12.mlp.down_proj.weight,mlp,1024,3584,15.221353530883789,gauss,0.003,0.045664060592651365,0.00023820612826751556,0.11423623333508347
