run,intervention,step,n_matrices,h_fro_total,kl_step,kl_per_fro2
smoke_v3_sft_none_s1,none,8,27,0.032385140823630386,0.006502834523940962,6.200277439402877
smoke_v3_sft_spectrum_matched_s3,spectrum_matched,8,27,0.12219256980867464,0.00013264477125249008,0.008883836113181968
smoke_v3_sft_random_ext_s1,random_ext,8,27,0.04758779008101587,5.096274739300456e-05,0.022504105667357516
