run,ckpt,matrix,m,n,disp_fro,w0_fro,rel_disp
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.out_proj.weight,1024,2048,0.0019739335402846336,17.915380477905273,0.00011018094439685785
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.011712715961039066,41.524749755859375,0.0002820659011770766
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.004422757308930159,25.05157470703125,0.00017654607986334762
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.00014776043826714158,2.2407264709472656,6.594309487702707e-05
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.0001070731450454332,4.82482385635376,2.2192135554219186e-05
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.mlp.gate_proj.weight,3584,1024,0.023992156609892845,23.213136672973633,0.0010335594429953191
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.mlp.up_proj.weight,3584,1024,0.011642931960523129,16.39203643798828,0.0007102797754610172
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.mlp.down_proj.weight,1024,3584,0.012053915299475193,16.277727127075195,0.0007405158721100308
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.0019401953322812915,18.343368530273438,0.00010577094000369897
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.011473886668682098,41.7341194152832,0.000274928208128918
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.004437009338289499,27.767534255981445,0.00015979126188828656
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_b.weight,16,1024,0.00013410905376076698,2.381861448287964,5.6304305129570816e-05
v4_rlvr_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_a.weight,16,1024,0.00010317367559764534,3.858166456222534,2.6741634081454576e-05
