run,ckpt,matrix,m,n,disp_fro,w0_fro,rel_disp
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.out_proj.weight,1024,2048,0.017534319311380386,17.915380477905273,0.0009787299428558136
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.030559398233890533,41.524749755859375,0.0007359321468175358
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.01743338815867901,25.05157470703125,0.0006958998930229309
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.0016823181649670005,2.2407264709472656,0.0007507914003692747
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.001434720354154706,4.82482385635376,0.0002973622243774429
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.mlp.gate_proj.weight,3584,1024,0.023326534777879715,23.213136672973633,0.0010048850832398756
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.mlp.up_proj.weight,3584,1024,0.023307641968131065,16.39203643798828,0.0014218881257557468
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.0.mlp.down_proj.weight,1024,3584,0.023306379094719887,16.277727127075195,0.0014317956624272034
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.016896039247512817,18.343368530273438,0.0009210979553525305
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.02967565879225731,41.7341194152832,0.0007110646925831617
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.01697392575442791,27.767534255981445,0.0006112867494084943
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.in_proj_b.weight,16,1024,0.0015845997259020805,2.381861448287964,0.000665277876276582
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.linear_attn.in_proj_a.weight,16,1024,0.0015588444657623768,3.858166456222534,0.00040403763897958284
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.mlp.gate_proj.weight,3584,1024,0.02355443499982357,25.48297691345215,0.0009243203837534961
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.mlp.up_proj.weight,3584,1024,0.023664027452468872,16.392898559570312,0.0014435535830637843
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.1.mlp.down_proj.weight,1024,3584,0.02365419641137123,16.452600479125977,0.0014377177906545646
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.linear_attn.out_proj.weight,1024,2048,0.01732071116566658,18.105716705322266,0.0009566432220037481
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.linear_attn.in_proj_qkv.weight,6144,1024,0.029988430440425873,43.281288146972656,0.0006928728724198898
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.linear_attn.in_proj_z.weight,2048,1024,0.01716398447751999,28.25383949279785,0.0006074921067593393
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.linear_attn.in_proj_b.weight,16,1024,0.0015114989364519715,2.371030330657959,0.0006374861244531325
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.linear_attn.in_proj_a.weight,16,1024,0.0015768882585689425,3.5141475200653076,0.0004487256865470569
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.mlp.gate_proj.weight,3584,1024,0.02331773191690445,31.121614456176758,0.0007492455749600915
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.mlp.up_proj.weight,3584,1024,0.023615779355168343,15.61931037902832,0.0015119604375668655
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.2.mlp.down_proj.weight,1024,3584,0.02378515526652336,15.772757530212402,0.001507989660080894
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.self_attn.q_proj.weight,4096,1024,0.024683158844709396,40.50076675415039,0.0006094491740006366
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.self_attn.k_proj.weight,512,1024,0.009019398130476475,8.986401557922363,0.0010036718337525239
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.self_attn.v_proj.weight,512,1024,0.009009760804474354,9.237238883972168,0.0009753738013755909
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.self_attn.o_proj.weight,1024,2048,0.01779164932668209,17.629526138305664,0.0010091961171902497
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.mlp.gate_proj.weight,3584,1024,0.02294064126908779,31.25058364868164,0.000734086810249241
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.mlp.up_proj.weight,3584,1024,0.02337212674319744,15.34054946899414,0.0015235521250680417
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.3.mlp.down_proj.weight,1024,3584,0.02364490181207657,15.470878601074219,0.0015283489982550046
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.4.linear_attn.out_proj.weight,1024,2048,0.017138853669166565,16.96360969543457,0.00101033058275204
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.4.linear_attn.in_proj_qkv.weight,6144,1024,0.029275134205818176,47.38475799560547,0.0006178175312942021
v4_sft_full_traj_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s1/ckpt_000050,model.layers.4.linear_attn.in_proj_z.weight,2048,1024,0.01711476594209671,25.9653377532959,0.0006591389684474355
