step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,snr_diag_median,snr_offdiag_median,spearman_absC_snr
10,model.layers.26.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.0003049347142223269,2.561460018157959,0.00012328318553045392,0.18683947622776031,0.0019347361521795392,0.14726167917251587,0.32240718603134155,0.0289127379655838,0.522984504699707,1.459564208984375,0.00039093964733183384,5.889386177062988,0.0010962295345962048,0.010119829326868057,0.0006767480517737567,0.18657295405864716,0.2936360239982605,0.018669558688998222,0.5107463598251343,1.4580847024917603,,,
10,model.layers.1.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00013487467367667705,6.2061767578125,-0.0001984163245651871,0.15501005947589874,0.0006035418482497334,0.23710224032402039,0.22388006746768951,0.009640847332775593,0.5466280579566956,1.5127317905426025,0.00012755308125633746,10.45964527130127,0.0008798306225799024,0.016461635008454323,0.0003448982024565339,0.272295206785202,0.20638051629066467,0.010465871542692184,0.4973892271518707,1.5119422674179077,,,
10,model.layers.1.mlp.up_proj.weight,8192,3072,0.0001220703125,0.0001395222352584824,6.942073822021484,0.0002687215164769441,0.1845361590385437,0.00020294876594562083,0.2661944329738617,0.2160900980234146,0.007646387908607721,0.5193750858306885,1.5213878154754639,0.00012515929120127112,10.604400634765625,0.0008454126073047519,0.016508210450410843,0.00014790953719057143,0.28282642364501953,0.2047618329524994,0.00983809307217598,0.4926985502243042,1.515712022781372,,,
10,model.layers.1.mlp.down_proj.weight,3072,8192,0.0001220703125,0.00015358178643509746,1.005849003791809,1.6192227121791802e-05,3.051769256591797,0.0012721599778160453,0.3307682275772095,0.14055438339710236,0.025623973459005356,0.4669831693172455,1.423509120941162,0.0001439346233382821,15.981843948364258,0.0009968912927433848,0.01654301956295967,0.0011646144557744265,0.24803641438484192,0.2233949452638626,0.028944021090865135,0.476573646068573,1.3898091316223145,0.07703998684883118,0.07511536031961441,0.6684460043907166
10,model.layers.14.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00011634270049398765,3.547726631164551,0.00010906126408372074,0.3041841685771942,0.0006173066212795675,0.20709528028964996,0.2402375042438507,0.007172437384724617,0.5511050820350647,1.5225830078125,0.00011830866424134001,8.046623229980469,8.20521090645343e-05,0.016861848533153534,0.0004919075290672481,0.24347026646137238,0.22675061225891113,0.010099915787577629,0.49607643485069275,1.5124449729919434,,,
10,model.layers.14.mlp.up_proj.weight,8192,3072,0.0001220703125,0.0001516888296464458,3.072577476501465,0.00014749464753549546,0.4207916855812073,0.0009823867585510015,0.2292514145374298,0.22878998517990112,0.011333330534398556,0.4913894534111023,1.5115063190460205,0.0001379521854687482,6.84002161026001,0.0005553521332331002,0.016996324062347412,0.000503025425132364,0.26511499285697937,0.2096829116344452,0.010944553650915623,0.4692654311656952,1.50808846950531,,,
10,model.layers.14.mlp.down_proj.weight,3072,8192,0.0001220703125,0.00013341294834390283,3.521883249282837,0.00012729215086437762,0.5020627379417419,0.0004328892391640693,0.19693268835544586,0.2857416868209839,0.029686924070119858,0.5597861409187317,1.409128189086914,0.00013406213838607073,8.327813148498535,0.0004970448790118098,0.016905123367905617,0.00040259285015054047,0.23058858513832092,0.24763813614845276,0.027208488434553146,0.5256748199462891,1.406890630722046,0.07073362916707993,0.07395647466182709,0.9034575819969177
10,model.layers.26.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00022763045853935182,2.958981513977051,-0.001022356329485774,0.2762213945388794,0.0013778699794784188,0.20136646926403046,0.23943814635276794,0.011762687936425209,0.5233193039894104,1.512629508972168,0.00012099964078515768,7.900206089019775,0.0008199275471270084,0.01666455715894699,0.0004584990383591503,0.23610614240169525,0.23072278499603271,0.010573644191026688,0.49350476264953613,1.5124812126159668,,,
10,model.layers.26.mlp.up_proj.weight,8192,3072,0.0001220703125,0.00020011579908896238,3.105844020843506,-0.00101307628210634,0.3609676659107208,0.002954995958134532,0.1556837260723114,0.29001083970069885,0.018971530720591545,0.6022700667381287,1.5154637098312378,0.0001476926263421774,7.664270877838135,5.7284560170955956e-05,0.01661726087331772,0.0009432188817299902,0.22148852050304413,0.23981061577796936,0.013163740746676922,0.4928615391254425,1.5034338235855103,,,
10,model.layers.26.mlp.down_proj.weight,3072,8192,0.0001220703125,0.00012704249820671976,2.3165643215179443,-0.0009587803506292403,0.40492770075798035,0.0013738877605646849,0.1393318921327591,0.3526886999607086,0.020772572606801987,0.5825470089912415,1.458459734916687,0.0001276549737667665,7.356633186340332,0.0005127995391376317,0.016643360257148743,0.0003211802977602929,0.20243221521377563,0.27749860286712646,0.015541698783636093,0.5705989599227905,1.4596766233444214,0.08495648950338364,0.08034417778253555,0.8695405125617981
20,model.layers.1.self_attn.q_proj.weight,3072,3072,0.0003255208333333333,0.0008065104484558105,3.149754047393799,0.003776715835556388,0.06335163861513138,0.00282269436866045,0.19533972442150116,0.1879393607378006,0.011220444925129414,0.5517029762268066,1.4794460535049438,0.00044160251854918897,13.427223205566406,-0.0017401290824636817,0.007890604436397552,0.0017144543817266822,0.3998839557170868,0.10101979225873947,0.02162163332104683,0.310075044631958,1.4364330768585205,0.06281690299510956,0.06250084936618805,0.8213487267494202
20,model.layers.1.self_attn.k_proj.weight,1024,3072,0.0003255208333333333,0.001143667963333428,2.907526969909668,0.005792966112494469,0.05502116307616234,0.001794640556909144,0.10645478963851929,0.1956082135438919,0.0064076934941112995,0.7852323055267334,1.4564239978790283,0.0005296838353388011,10.055078506469727,-0.002673019655048847,0.004737854935228825,0.0018052353989332914,0.3050432503223419,0.15223513543605804,0.017113449051976204,0.44878125190734863,1.419999122619629,,,
20,model.layers.1.self_attn.v_proj.weight,1024,3072,0.0003255208333333333,0.00010695910168578848,1.7166504859924316,0.0007802518084645271,0.4621730148792267,0.0001184381399070844,0.1359219253063202,0.34959471225738525,0.016859063878655434,0.5038461089134216,1.437757134437561,0.00043862315942533314,10.56989574432373,0.0004436900489963591,0.004606086760759354,0.00020157397375442088,0.2835327982902527,0.20549219846725464,0.011874780990183353,0.48646530508995056,1.4520072937011719,,,
20,model.layers.1.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.00034163935924880207,5.803900718688965,0.0009334359201602638,0.21163409948349,0.0006068877992220223,0.2515374720096588,0.2242378443479538,0.016835052520036697,0.4941192865371704,1.4508109092712402,0.0003363130090292543,8.49439811706543,0.001090759295038879,0.008012665435671806,0.00034427919308654964,0.23232857882976532,0.2485915869474411,0.01610700599849224,0.4781014323234558,1.44908607006073,,,
20,model.layers.14.self_attn.q_proj.weight,3072,3072,0.0003255208333333333,0.00035415077582001686,3.5912394523620605,0.000838046777062118,0.18262925744056702,0.0005949843325652182,0.15010371804237366,0.31505316495895386,0.007870052009820938,0.6423791646957397,1.491166114807129,0.0003293915360700339,7.871301174163818,0.0013818328734487295,0.00798096414655447,0.0006893958779983222,0.2602362334728241,0.2060142308473587,0.012746848165988922,0.4967288076877594,1.4752871990203857,0.0662526935338974,0.06828531622886658,0.8691087961196899
20,model.layers.14.self_attn.k_proj.weight,1024,3072,0.0003255208333333333,0.00031029031379148364,5.3712286949157715,0.001665607444010675,0.1353774517774582,0.0004938566125929356,0.1766391545534134,0.2159791737794876,0.00952457357198,0.696979284286499,1.447187066078186,0.0004931521834805608,14.102926254272461,0.0017571629723533988,0.0046174717135727406,0.0009744339622557163,0.27096664905548096,0.18477457761764526,0.016101455315947533,0.5204539895057678,1.4291425943374634,,,
20,model.layers.14.self_attn.v_proj.weight,1024,3072,0.0003255208333333333,0.0002812352031469345,2.6269237995147705,0.0003685482661239803,0.4761921763420105,0.0003801932907663286,0.20527948439121246,0.27716219425201416,0.023315096274018288,0.5076450705528259,1.4221018552780151,0.000370292691513896,6.092879772186279,0.0020006904378533363,0.004564185626804829,0.00031931919511407614,0.24780242145061493,0.23897646367549896,0.014555951580405235,0.4953034222126007,1.4323853254318237,,,
20,model.layers.14.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.00029793207067996264,3.468662977218628,0.00019299615814816207,0.4656130373477936,0.0001957683271029964,0.14751066267490387,0.3336445391178131,0.03461426496505737,0.4923701286315918,1.4008522033691406,0.00031839837902225554,7.036415100097656,0.0017243323381990194,0.007954341359436512,0.00017291659605689347,0.18560102581977844,0.29510578513145447,0.02816120721399784,0.4779779314994812,1.4016270637512207,,,
20,model.layers.26.self_attn.q_proj.weight,3072,3072,0.0003255208333333333,0.00037926060031168163,1.7724359035491943,-0.0015436820685863495,0.13505274057388306,0.0016815954586490989,0.15881438553333282,0.2656274735927582,0.019368253648281097,0.6601654291152954,1.4537293910980225,0.00032776317675597966,7.543290615081787,0.00032856303732842207,0.007865414954721928,0.0013378796866163611,0.24206644296646118,0.21682728826999664,0.01958177238702774,0.5151813626289368,1.4392156600952148,0.08292444050312042,0.08241420984268188,0.8302103281021118
20,model.layers.26.self_attn.k_proj.weight,1024,3072,0.0003255208333333333,0.000435524620115757,1.839858889579773,-0.002556213876232505,0.122628353536129,0.0004002478381153196,0.2379642277956009,0.16420991718769073,0.009019987657666206,0.6329153776168823,1.4505351781845093,0.00036987330531701446,10.121695518493652,0.00033377966610714793,0.004592627752572298,0.0009798628743737936,0.24259939789772034,0.20259830355644226,0.01828264258801937,0.5257616639137268,1.3934062719345093,,,
20,model.layers.26.self_attn.v_proj.weight,1024,3072,0.0003255208333333333,0.00024281493097078055,2.2071025371551514,-0.0013993245083838701,0.15161314606666565,0.00019667499873321503,0.1658485382795334,0.3262902498245239,0.03763999044895172,0.5233792662620544,1.4391106367111206,0.00038022155058570206,5.35927677154541,0.0009546035435050726,0.004494992550462484,0.0001980387169169262,0.22337302565574646,0.2690971791744232,0.011348642408847809,0.4956238567829132,1.4457167387008667,,,
20,model.layers.26.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.0003456822596490383,2.8041415214538574,-0.0007921846699900925,0.17446109652519226,0.000254307669820264,0.1591470092535019,0.32934805750846863,0.007345862220972776,0.5652987360954285,1.4948562383651733,0.000364913692465052,5.395534515380859,0.0008339440682902932,0.007876391522586346,0.0002771934086922556,0.18036413192749023,0.3059064447879791,0.009870651178061962,0.5361332297325134,1.4874248504638672,,,
20,model.layers.1.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00013783409667667001,7.550389289855957,-0.0005465545109473169,0.13959065079689026,0.0004897111211903393,0.238923117518425,0.22104668617248535,0.009125307202339172,0.5517655611038208,1.5133910179138184,0.00012099792365916073,13.312233924865723,0.000994871836155653,0.012795954942703247,0.0003609463747125119,0.27539870142936707,0.20211830735206604,0.010757760144770145,0.49720486998558044,1.5128536224365234,,,
20,model.layers.1.mlp.up_proj.weight,8192,3072,0.0001220703125,0.00013748276978731155,7.288830757141113,-0.0008444658596999943,0.16799721121788025,0.00015620239719282836,0.26404938101768494,0.21508023142814636,0.007907096296548843,0.5294262766838074,1.518040657043457,0.00012713574687950313,13.591155052185059,0.0010591851314529777,0.012857990339398384,0.00016779995348770171,0.28942185640335083,0.19894737005233765,0.010063908994197845,0.4888463318347931,1.5112533569335938,,,
20,model.layers.1.mlp.down_proj.weight,3072,8192,0.0001220703125,0.00013706114259548485,1.006772756576538,-5.596863047685474e-05,2.5481245517730713,0.0013851281255483627,0.32861292362213135,0.14066632091999054,0.028901299461722374,0.46704360842704773,1.4098608493804932,0.00014816450129728764,19.06071662902832,0.0010568685829639435,0.012912633828818798,0.0010922475485131145,0.24717827141284943,0.2251942902803421,0.028498413041234016,0.47948548197746277,1.3845707178115845,0.07054134458303452,0.06963188201189041,0.6568059325218201
20,model.layers.14.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.0001113898033509031,4.460581302642822,2.823895738401916e-05,0.2783905267715454,0.0003994664584752172,0.2080872654914856,0.24655629694461823,0.006532155908644199,0.5471588373184204,1.5244252681732178,0.00012194220471428707,8.653324127197266,0.0004881264176219702,0.01277136243879795,0.0005895107169635594,0.24497216939926147,0.22439219057559967,0.010545334778726101,0.49562740325927734,1.5169373750686646,,,
20,model.layers.14.mlp.up_proj.weight,8192,3072,0.0001220703125,0.00014445644046645612,3.7051587104797363,8.114882803056389e-05,0.382307231426239,0.0005506147281266749,0.22567373514175415,0.23911753296852112,0.00966295599937439,0.502625584602356,1.509623408317566,0.00013850424147676677,7.654427528381348,0.0008253593114204705,0.012805073522031307,0.00045632588444277644,0.264655202627182,0.21041710674762726,0.010474237613379955,0.4708064794540405,1.5121433734893799,,,
20,model.layers.14.mlp.down_proj.weight,3072,8192,0.0001220703125,0.00012568845704663545,4.271634101867676,7.014219590928406e-05,0.44976741075515747,0.00031921788468025625,0.19314894080162048,0.2906963527202606,0.030067436397075653,0.5660134553909302,1.404109239578247,0.00014084158465266228,10.107693672180176,0.0008716742158867419,0.012762612663209438,0.0003983555070590228,0.22845663130283356,0.2493945211172104,0.029869161546230316,0.5267185568809509,1.3903782367706299,0.06593486666679382,0.07175654172897339,0.9015839695930481
20,model.layers.26.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00020893450709991157,3.927940607070923,-0.0016950784483924508,0.226382777094841,0.0013189108576625586,0.20219700038433075,0.24788305163383484,0.011219058185815811,0.5336524844169617,1.5107425451278687,0.00012874408275820315,8.60436725616455,0.0005881090182811022,0.01303168572485447,0.000863326305989176,0.2346823513507843,0.2295801192522049,0.011556347832083702,0.4975723624229431,1.5153999328613281,,,
20,model.layers.26.mlp.up_proj.weight,8192,3072,0.0001220703125,0.00012003288429696113,3.937047243118286,-0.0014251603279262781,0.32113903760910034,0.0014040234964340925,0.14757919311523438,0.30735012888908386,0.012953495606780052,0.6361802220344543,1.5190377235412598,0.00012273146421648562,8.284469604492188,0.0012634173035621643,0.013042458333075047,0.0008982580038718879,0.2215413898229599,0.2380780279636383,0.012174454517662525,0.49858415126800537,1.5081486701965332,,,
20,model.layers.26.mlp.down_proj.weight,3072,8192,0.0001220703125,0.00010438846948090941,2.3359310626983643,-0.0013870697002857924,0.34946784377098083,0.0009414373198524117,0.13581222295761108,0.35341590642929077,0.014229441061615944,0.5959737300872803,1.469491958618164,0.00013206692528910935,7.362191200256348,0.0008982906001619995,0.012971876189112663,0.00040668327710591257,0.20493042469024658,0.2744286060333252,0.014655417762696743,0.5673649907112122,1.45468008518219,0.08025451004505157,0.07591085135936737,0.8731113076210022
30,model.layers.1.self_attn.q_proj.weight,3072,3072,0.0003255208333333333,0.0005770304123871028,3.429029703140259,-0.0011067296145483851,0.10525236278772354,0.003768146736547351,0.19215543568134308,0.19208897650241852,0.013615305535495281,0.5400374531745911,1.473510503768921,0.0004865130758844316,14.932308197021484,-0.0016196040669456124,0.007040147203952074,0.001958018634468317,0.4011845886707306,0.10125543922185898,0.021967368200421333,0.30553576350212097,1.4425175189971924,0.06697144359350204,0.07231307029724121,0.8083693981170654
30,model.layers.1.self_attn.k_proj.weight,1024,3072,0.0003255208333333333,0.000580423919018358,2.519604206085205,-0.0016613990301266313,0.09255310148000717,0.0010953409364446998,0.12252645939588547,0.18688572943210602,0.005635990295559168,0.7422112822532654,1.4631067514419556,0.0005811506998725235,9.007816314697266,-0.003440648317337036,0.004126421641558409,0.001397939631715417,0.3210614025592804,0.1464461237192154,0.01645364984869957,0.4289930462837219,1.412819743156433,,,
30,model.layers.1.self_attn.v_proj.weight,1024,3072,0.0003255208333333333,9.907354979077354e-05,1.6214381456375122,2.8022939659422264e-05,0.7400221824645996,0.00015762783004902303,0.13979706168174744,0.3376965820789337,0.02997114323079586,0.49848732352256775,1.424764633178711,0.0004439501208253205,10.934361457824707,0.0008966095629148185,0.003997466526925564,0.00037898184382356703,0.2942199409008026,0.19553479552268982,0.01573982462286949,0.4703601002693176,1.4238035678863525,,,
30,model.layers.1.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.00033870592596940696,4.755611419677734,3.250418012612499e-05,0.32622525095939636,0.0007188194431364536,0.25430309772491455,0.21927733719348907,0.017721669748425484,0.4810394048690796,1.4475457668304443,0.00033131573582068086,7.900139808654785,0.001499085919931531,0.00696338526904583,0.0003952534752897918,0.2327583283185959,0.24859733879566193,0.01627376861870289,0.48259082436561584,1.4525508880615234,,,
30,model.layers.14.self_attn.q_proj.weight,3072,3072,0.0003255208333333333,0.0003266979765612632,2.6816511154174805,0.0006323704728856683,0.26463258266448975,0.0005101363058201969,0.1695047914981842,0.28862813115119934,0.0073723578825592995,0.6123329997062683,1.4899145364761353,0.0003413081867620349,8.419398307800293,0.0014013128820806742,0.007345839403569698,0.0008599935681559145,0.2586800456047058,0.20832006633281708,0.014120233245193958,0.4937734305858612,1.465290904045105,0.07426328212022781,0.0765480175614357,0.8417273163795471
30,model.layers.14.self_attn.k_proj.weight,1024,3072,0.0003255208333333333,0.0003475498815532774,4.974514484405518,0.001284511759877205,0.1921505481004715,0.0009837804827839136,0.18773715198040009,0.21003347635269165,0.01014794036746025,0.6773719787597656,1.4420784711837769,0.00046120292972773314,11.551580429077148,0.002912895753979683,0.00426947046071291,0.0008528014877811074,0.26364558935165405,0.18605682253837585,0.014564810320734978,0.538033127784729,1.4284590482711792,,,
30,model.layers.14.self_attn.v_proj.weight,1024,3072,0.0003255208333333333,0.0002874185156542808,2.933532238006592,0.0012331069447100163,0.6045404672622681,0.00019237108062952757,0.21122992038726807,0.28072589635849,0.019350465387105942,0.5293741226196289,1.4237290620803833,0.00038033383316360414,6.369946002960205,0.0023126062005758286,0.004138429183512926,0.0004079983045812696,0.2544471323490143,0.22959046065807343,0.014629587531089783,0.48591139912605286,1.4203386306762695,,,
30,model.layers.14.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.0003249635628890246,3.0065934658050537,0.0006122459308244288,0.6224144101142883,0.0002648494846653193,0.15731699764728546,0.3071245849132538,0.05163544788956642,0.4590798020362854,1.3879764080047607,0.000324624968925491,7.399726390838623,0.0020262247417122126,0.007268564309924841,0.00019060894555877894,0.18407174944877625,0.29199251532554626,0.031194066628813744,0.4687267541885376,1.3952455520629883,,,
30,model.layers.26.self_attn.q_proj.weight,3072,3072,0.0003255208333333333,0.0004803282499779016,3.015437126159668,-0.0015743107069283724,0.10634075850248337,0.002395152347162366,0.17320892214775085,0.258049875497818,0.02379785105586052,0.6189385056495667,1.4304832220077515,0.0003422653826419264,7.730813980102539,0.0005903144483454525,0.006845120340585709,0.001356752123683691,0.24134519696235657,0.22043068706989288,0.019626745954155922,0.5169578790664673,1.4379990100860596,0.07165616005659103,0.07230344414710999,0.852729856967926
30,model.layers.26.self_attn.k_proj.weight,1024,3072,0.0003255208333333333,0.0004585362912621349,2.147202491760254,-0.0023367241956293583,0.10793020576238632,0.0007656744564883411,0.17597652971744537,0.19047462940216064,0.011439360678195953,0.7159526348114014,1.4457521438598633,0.00047649029875174165,8.928473472595215,-0.001228625187650323,0.003975815139710903,0.0014071068726480007,0.23440277576446533,0.20351798832416534,0.018730008974671364,0.5393455028533936,1.4046837091445923,,,
30,model.layers.26.self_attn.v_proj.weight,1024,3072,0.0003255208333333333,0.0002747502876445651,2.121995210647583,-0.00025205450947396457,0.15670287609100342,0.00033810746390372515,0.15213288366794586,0.34439197182655334,0.0441015362739563,0.5299183130264282,1.433395504951477,0.0003406211035326123,5.553314685821533,0.0003837526892311871,0.0038925574626773596,0.00015856548270676285,0.22316981852054596,0.2688077390193939,0.012570399791002274,0.5048429369926453,1.4429148435592651,,,
30,model.layers.26.self_attn.o_proj.weight,3072,3072,0.0003255208333333333,0.00033233550493605435,2.6334755420684814,-0.00015921799058560282,0.16224373877048492,0.0011406491976231337,0.14243604242801666,0.3441024720668793,0.01296281162649393,0.5609177350997925,1.4855626821517944,0.0003319841343909502,6.188639163970947,0.0006630300777032971,0.006874438375234604,0.00019141336088068783,0.17797745764255524,0.3128073811531067,0.007713833823800087,0.5445501804351807,1.4962055683135986,,,
30,model.layers.1.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00013812164252158254,5.598028659820557,0.00024014852533582598,0.23499156534671783,0.0004335142730269581,0.2230602204799652,0.2349073886871338,0.009472446516156197,0.5816593766212463,1.5119303464889526,0.00012847359175793827,17.80493927001953,0.0004479779163375497,0.011615454219281673,0.00044625712325796485,0.2758878469467163,0.2025374472141266,0.010939519852399826,0.49632760882377625,1.5105106830596924,,,
30,model.layers.1.mlp.up_proj.weight,8192,3072,0.0001220703125,0.00014070275938138366,5.288205146789551,0.0004557908687274903,0.27790361642837524,0.0001629100152058527,0.25293397903442383,0.22527378797531128,0.008444703184068203,0.5551902651786804,1.5197134017944336,0.00013587684952653944,16.83422088623047,0.0006528255762532353,0.011620109900832176,0.00013974690227769315,0.2883121371269226,0.19968998432159424,0.0099618686363101,0.4936339855194092,1.5118019580841064,,,
30,model.layers.1.mlp.down_proj.weight,3072,8192,0.0001220703125,0.0001393819402437657,1.008406400680542,3.4761451388476416e-05,3.6604561805725098,0.0010132290190085769,0.3280685544013977,0.1433340162038803,0.0211956724524498,0.47521647810935974,1.4260003566741943,0.00015325224376283586,24.69610023498535,0.0005771514843218029,0.011668753810226917,0.001259826822206378,0.24786946177482605,0.22522401809692383,0.0280635803937912,0.47704243659973145,1.3934277296066284,0.07024931162595749,0.0706077590584755,0.6383901238441467
30,model.layers.14.mlp.gate_proj.weight,8192,3072,0.0001220703125,0.00012073490506736562,4.114321708679199,-0.00014145931345410645,0.3590579032897949,0.0004776133573614061,0.2088574320077896,0.2486669272184372,0.007159045431762934,0.5517377257347107,1.5231263637542725,0.00013237389794085175,8.130921363830566,0.0007874437142163515,0.01185773964971304,0.0005526930908672512,0.24804361164569855,0.2239212989807129,0.010620785877108574,0.4936160743236542,1.5158525705337524,,,
