run,ckpt,n_matrices,disp_fro_total,kl_base_to_ckpt
v4_sft_lrscale_a1_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a1_lr0.1_s1/ckpt_000300,186,0.5471944496034683,0.8509450401983525
