run,intervention,step,n_matrices,h_fro_total,kl_step,kl_per_fro2
klcap_v3_sft_none,none,4,27,0.045209283892935645,0.030032194771882556,14.69372190204677
klcap_v3_sft_frame_matched,frame_matched,4,27,0.04520126165059872,0.030435426720746835,14.896295582389849
klcap_v3_sft_exact_iso,exact_iso,4,27,0.04522503527705271,0.028453742973254426,13.911743944005062
klcap_v3_sft_spectrum_matched,spectrum_matched,4,27,0.05724118368072123,0.00010375890689682945,0.03166709143411718
klcap_v3_sft_random_ext,random_ext,4,27,0.05742856448164157,7.204591799771847e-05,0.021845070889160587
