run,ckpt,matrix,m,n,disp_fro,w0_fro,rel_disp
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.out_proj.weight,1024,2048,0.008837884292006493,17.915380477905273,0.0004933126763847467
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.03392058610916138,41.524749755859375,0.0008168763522620625
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.026522215455770493,25.05157470703125,0.0010587045232061392
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.0006184346857480705,2.2407264709472656,0.0002759974025239357
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.004295802675187588,4.82482385635376,0.0008903543016457461
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.mlp.gate_proj.weight,3584,1024,0.08096965402364731,23.213136672973633,0.0034880962088125675
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.mlp.up_proj.weight,3584,1024,0.0461098775267601,16.39203643798828,0.002812943815809316
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.0.mlp.down_proj.weight,1024,3584,0.03400270640850067,16.277727127075195,0.002088909965319607
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.008606819435954094,18.343368530273438,0.00046920604695640356
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.032540153712034225,41.7341194152832,0.0007797014569359259
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.025846386328339577,27.767534255981445,0.0009308131607966584
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_b.weight,16,1024,0.0006006139446981251,2.381861448287964,0.00025216157939406375
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.linear_attn.in_proj_a.weight,16,1024,0.004133252426981926,3.858166456222534,0.0010712996636824022
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.mlp.gate_proj.weight,3584,1024,0.0812394842505455,25.48297691345215,0.0031879903406285388
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.mlp.up_proj.weight,3584,1024,0.0465082973241806,16.392898559570312,0.002837100294080004
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.1.mlp.down_proj.weight,1024,3584,0.03417378291487694,16.452600479125977,0.002077105255077122
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.linear_attn.out_proj.weight,1024,2048,0.008670934475958347,18.105716705322266,0.00047890589569478257
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.linear_attn.in_proj_qkv.weight,6144,1024,0.03273927420377731,43.281288146972656,0.0007564302174325948
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.linear_attn.in_proj_z.weight,2048,1024,0.02616475336253643,28.25383949279785,0.0009260600977508226
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.linear_attn.in_proj_b.weight,16,1024,0.00057903554989025,2.371030330657959,0.00024421262874759094
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.linear_attn.in_proj_a.weight,16,1024,0.004910987336188555,3.5141475200653076,0.0013974903751613956
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.mlp.gate_proj.weight,3584,1024,0.07943388819694519,31.121614456176758,0.002552370421168167
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.mlp.up_proj.weight,3584,1024,0.04564423859119415,15.61931037902832,0.0029222953820342537
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.2.mlp.down_proj.weight,1024,3584,0.03365739807486534,15.772757530212402,0.002133894343484027
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.self_attn.q_proj.weight,4096,1024,0.13353633880615234,40.50076675415039,0.003297131128819134
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.self_attn.k_proj.weight,512,1024,0.020347125828266144,8.986401557922363,0.0022642128439417696
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.self_attn.v_proj.weight,512,1024,0.003369967918843031,9.237238883972168,0.00036482416024666975
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.self_attn.o_proj.weight,1024,2048,0.006618970073759556,17.629526138305664,0.00037544798548939847
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.mlp.gate_proj.weight,3584,1024,0.0793723464012146,31.25058364868164,0.0025398676483459233
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.mlp.up_proj.weight,3584,1024,0.045799724757671356,15.34054946899414,0.0029855335266993134
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.3.mlp.down_proj.weight,1024,3584,0.03376518189907074,15.470878601074219,0.0021824993117537782
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.4.linear_attn.out_proj.weight,1024,2048,0.008659995160996914,16.96360969543457,0.0005105042686361491
v4_sft_lrscale_a2_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s0/ckpt_000300,model.layers.4.linear_attn.in_proj_qkv.weight,6144,1024,0.0331035815179348,47.38475799560547,0.0006986124424441479
