run,ckpt,n_matrices,disp_fro_total,kl_base_to_ckpt
v4_sft_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_sft_lrscale_a2_lr0.1_s1/ckpt_000300,186,0.6221429566345644,0.0181652682696755
