run,ckpt,matrix,m,n,disp_fro,w0_fro,rel_disp
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.linear_attn.out_proj.weight,1024,2048,0.017860596999526024,17.915380477905273,0.0009969420979673408
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.03132688254117966,41.524749755859375,0.0007544147219516779
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.017784031108021736,25.05157470703125,0.0007098967356742757
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.001763344625942409,2.2407264709472656,0.0007869522000143803
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.0016390690580010414,4.82482385635376,0.0003397158335309109
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.mlp.gate_proj.weight,3584,1024,0.02370571903884411,23.213136672973633,0.0010212199830126351
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.mlp.up_proj.weight,3584,1024,0.02372223697602749,16.39203643798828,0.0014471805907563496
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.0.mlp.down_proj.weight,1024,3584,0.023717477917671204,16.277727127075195,0.0014570509588050081
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.017142999917268753,18.343368530273438,0.0009345611679216047
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.02982981503009796,41.7341194152832,0.0007147584625728119
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.017043733969330788,27.767534255981445,0.0006138007722331115
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.1.linear_attn.in_proj_b.weight,16,1024,0.0015826678136363626,2.381861448287964,0.0006644667828071837
v4_sft_full_traj_lr0.1_s0,/scratch/rhong5/spectral_runs/v4_sft_full_traj_lr0.1_s0/ckpt_000050,model.layers.1.linear_attn.in_proj_a.weight,16,1024,0.0015800724504515529,3.858166456222534,0.000409539730434175
