matrix,m,n,kl_off_full,kl_off_without,share_off,kl_task_full,kl_task_without,share_task
model.layers.0.linear_attn.out_proj.weight,1024,2048,0.07270150891320391,0.07063132676429133,0.028475091918437445,0.9166523324555819,0.9177557090063815,-0.0012037023326432195
model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.07270150891320391,0.07210632347606581,0.008186699919099039,0.9166523324555819,0.9176042154421663,-0.001038434041873204
model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.07270150891320391,0.07218073398178078,0.007163192885650704,0.9166523324555819,0.9176120767426735,-0.0010470101401702792
model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.07270150891320391,0.07267435697165837,0.00037347149944244595,0.9166523324555819,0.9166621201624108,-1.067766532880654e-05
model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.07270150891320391,0.07269544277283316,8.343898856344456e-05,0.9166523324555819,0.9166559309901797,-3.925735494680893e-06
model.layers.0.mlp.gate_proj.weight,3584,1024,0.07270150891320391,0.07244983000007978,0.0034618114106078623,0.9166523324555819,0.9181001211461021,-0.0015794305422665023
model.layers.0.mlp.up_proj.weight,3584,1024,0.07270150891320391,0.07200070464990953,0.009639473427312972,0.9166523324555819,0.917549186903919,-0.000978401970499032
model.layers.0.mlp.down_proj.weight,1024,3584,0.07270150891320391,0.07211952130039107,0.008005165525624358,0.9166523324555819,0.9169141817080505,-0.0002856581968948557
model.layers.1.linear_attn.out_proj.weight,1024,2048,0.07270150891320391,0.07206882254855992,0.008702520402971703,0.9166523324555819,0.916674406238542,-2.408086706218171e-05
model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.07270150891320391,0.07237687659775759,0.0044652761723816825,0.9166523324555819,0.9173874847220185,-0.0008019968317400927
model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.07270150891320391,0.0725542182042782,0.002025964950762793,0.9166523324555819,0.9169178596871138,-0.0002896706004342775
model.layers.1.linear_attn.in_proj_b.weight,16,1024,0.07270150891320391,0.07270056875017217,1.2931822816364402e-05,0.9166523324555819,0.9166850194042653,-3.56590470846907e-05
model.layers.1.linear_attn.in_proj_a.weight,16,1024,0.07270150891320391,0.07270023834282494,1.7476533815785622e-05,0.9166523324555819,0.9166839455991376,-3.4487604990918186e-05
model.layers.1.mlp.gate_proj.weight,3584,1024,0.07270150891320391,0.07242071850950803,0.003862236257449747,0.9166523324555819,0.9170556209049272,-0.0004399579154126254
model.layers.1.mlp.up_proj.weight,3584,1024,0.07270150891320391,0.07195125013345578,0.010319714005438851,0.9166523324555819,0.9157763100048312,0.0009556757995737852
model.layers.1.mlp.down_proj.weight,1024,3584,0.07270150891320391,0.07201835403820092,0.009396708338180293,0.9166523324555819,0.9150115828073008,0.0017899366970307584
model.layers.2.linear_attn.out_proj.weight,1024,2048,0.07270150891320391,0.07177104381344257,0.012798428996462774,0.9166523324555819,0.9162909717811956,0.000394217809295605
model.layers.2.linear_attn.in_proj_qkv.weight,6144,1024,0.07270150891320391,0.0721581632007122,0.007473651105926904,0.9166523324555819,0.9158557535952464,0.0008690087093342624
model.layers.2.linear_attn.in_proj_z.weight,2048,1024,0.07270150891320391,0.07256997046374108,0.0018092946271565102,0.9166523324555819,0.9163125715844892,0.00037065401904612383
model.layers.2.linear_attn.in_proj_b.weight,16,1024,0.07270150891320391,0.07270362045470606,-2.9043984556942348e-05,0.9166523324555819,0.9166624455060435,-1.1032591205495379e-05
model.layers.2.linear_attn.in_proj_a.weight,16,1024,0.07270150891320391,0.07269878624404064,3.744996773769049e-05,0.9166523324555819,0.9166436286596442,9.495198593278964e-06
model.layers.2.mlp.gate_proj.weight,3584,1024,0.07270150891320391,0.07245198178798415,0.0034322138419117243,0.9166523324555819,0.9169752494815233,-0.00035227862790288
