matrix,m,n,kl_off_full,kl_off_without,share_off,kl_task_full,kl_task_without,share_task
model.layers.0.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019703626141199288,0.011844295461769128,0.6332143776615332,0.6346089281833868,-0.0022023355297200453
model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.0019866282517764845,0.0036869225380768977,0.6332143776615332,0.6361796700429402,-0.004682920170508087
model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.0019850098710290512,0.0044985559685079,0.6332143776615332,0.6339801672961753,-0.0012093686777456814
model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.0019937155838295555,0.00013255769781284066,0.6332143776615332,0.6332915673646832,-0.00012190137475243112
model.layers.0.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.001993953367635853,1.3306843703153604e-05,0.6332143776615332,0.6332176025616623,-5.092904145520549e-06
model.layers.0.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.001991274375803458,0.0013568468817760637,0.6332143776615332,0.6356358145666972,-0.0038240396784834374
model.layers.0.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.0019868980045529075,0.0035516389395517933,0.6332143776615332,0.6379674729146136,-0.007506297110046134
model.layers.0.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.0019878502718825527,0.0030740677618960044,0.6332143776615332,0.6376469952108892,-0.007000184622663941
model.layers.1.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019824399829748967,0.005787379417825922,0.6332143776615332,0.6355272183731746,-0.00365253979257818
model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.001989040613760661,0.002477099920152437,0.6332143776615332,0.6392132397578942,-0.009473666909641132
model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.0019926212782414294,0.0006813624212000935,0.6332143776615332,0.6341780137284725,-0.001521816466799164
model.layers.1.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.001994016331691851,-1.8270232855943647e-05,0.6332143776615332,0.6332300178831516,-2.4699725985621868e-05
model.layers.1.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.001994081575652098,-5.099070321157306e-05,0.6332143776615332,0.633210048894534,6.836179265445885e-06
model.layers.1.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.001989206812262099,0.002393749781398835,0.6332143776615332,0.6361082543471238,-0.004570137362132742
model.layers.1.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.0019779320872698606,0.008048132248027473,0.6332143776615332,0.636658148888227,-0.005438555011040069
model.layers.1.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.0019817012881082545,0.006157841961702215,0.6332143776615332,0.6369297513640266,-0.005867481588485601
model.layers.2.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019749814949050776,0.009527882551922384,0.6332143776615332,0.6346842714357767,-0.0023213209082078023
model.layers.2.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.0019851178858074354,0.0044443855236009355,0.6332143776615332,0.6354805592965875,-0.003578853726321496
model.layers.2.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.00199193645978029,0.0010248054321965183,0.6332143776615332,0.6347563356892915,-0.0024351279474301712
model.layers.2.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.0019939634905864288,8.230087127136798e-06,0.6332143776615332,0.6332172906614053,-4.600337539573118e-06
model.layers.2.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.00199407990039679,-5.015054664458951e-05,0.6332143776615332,0.6333434451194774,-0.00020382900720106178
model.layers.2.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.0019915234047276956,0.0012319564934196725,0.6332143776615332,0.6361967720690526,-0.004709928442454769
model.layers.2.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.0019704142642716013,0.011818392416487189,0.6332143776615332,0.6367079320009055,-0.005517174692517335
model.layers.2.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.0019783893514028657,0.007818809909960422,0.6332143776615332,0.6350381607527359,-0.0028801984849711193
model.layers.3.self_attn.q_proj.weight,4096,1024,0.0019939799012147455,0.0019911074398678806,0.0014405668508067349,0.6332143776615332,0.6330796826252832,0.00021271632641606253
model.layers.3.self_attn.k_proj.weight,512,1024,0.0019939799012147455,0.001993424976209032,0.00027830020020525037,0.6332143776615332,0.632544382185042,0.0010580863292546372
model.layers.3.self_attn.v_proj.weight,512,1024,0.0019939799012147455,0.00198628946010762,0.0038568298017650493,0.6332143776615332,0.6325379687810201,0.0010682146590087482
model.layers.3.self_attn.o_proj.weight,1024,2048,0.0019939799012147455,0.0019484782458068209,0.022819515572952698,0.6332143776615332,0.6313139248764699,0.0030012786381790058
model.layers.3.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.00199088057881635,0.0015543398388857543,0.6332143776615332,0.6349616609673477,-0.002759386658697238
model.layers.3.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.0019670524840895193,0.013504357345237916,0.6332143776615332,0.6349389512569575,-0.002723522485059693
model.layers.3.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.001977752617865942,0.00813813787135853,0.6332143776615332,0.634639700829433,-0.002250933046030079
model.layers.4.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019744794242652084,0.009779675781915964,0.6332143776615332,0.6319604579684052,0.0019802451387139763
model.layers.4.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.0019849775714532317,0.004514754514842179,0.6332143776615332,0.6335495275863815,-0.0005292835044048427
model.layers.4.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.0019903814440767912,0.001804660686781312,0.6332143776615332,0.6335975399369835,-0.0006051067205159466
model.layers.4.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.001993854707953904,6.278561823280793e-05,0.6332143776615332,0.6332018422247203,1.9796513242797964e-05
model.layers.4.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.0019939998157040483,-9.987306938574747e-06,0.6332143776615332,0.6332109316968602,5.442018997992015e-06
model.layers.4.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.001989984554597932,0.002003704558094843,0.6332143776615332,0.6323505885278589,0.0013641337975683898
model.layers.4.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.0019706747407573257,0.011687760966508365,0.6332143776615332,0.6316784033763558,0.0024256781579246045
model.layers.4.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.00197838376078572,0.007821613657953308,0.6332143776615332,0.628269053557112,0.007809873368138431
model.layers.5.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019708150297752386,0.011617404681659393,0.6332143776615332,0.630967954505461,0.0035476502671469845
model.layers.5.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.0019795118965248806,0.0072558427901158185,0.6332143776615332,0.6314519978009433,0.002783227802088728
model.layers.5.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.0019888160346040883,0.002589728516075529,0.6332143776615332,0.6325342967570006,0.0010740136808709
model.layers.5.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.001993830630580361,7.486065145057008e-05,0.6332143776615332,0.633216527695623,-3.3954284135440105e-06
model.layers.5.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.0019939175586711293,3.1265382152700916e-05,0.6332143776615332,0.6331952547692503,3.0199712700018644e-05
model.layers.5.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.001990789153352943,0.0016001905835955066,0.6332143776615332,0.6307689093360193,0.0038619911546309282
model.layers.5.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.0019675988589525077,0.013230345123421916,0.6332143776615332,0.6290225066332689,0.006619987126232019
model.layers.5.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.0019785924798518383,0.007716939049151383,0.6332143776615332,0.627718599327078,0.008679174902425979
model.layers.6.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019717766850068795,0.011135125381323885,0.6332143776615332,0.6306264030324711,0.004087043377978161
model.layers.6.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.0019789133444331045,0.007556022391430495,0.6332143776615332,0.631413625442658,0.002843827118274578
model.layers.6.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.0019915105808955874,0.0012383877679277289,0.6332143776615332,0.6330034810412282,0.0003330572200269666
model.layers.6.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.001993776569532524,0.00010197278422796607,0.6332143776615332,0.633190078457811,3.837437142850675e-05
model.layers.6.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.001993708963226369,0.00013587799366043818,0.6332143776615332,0.6331996646766246,2.32353929848772e-05
model.layers.6.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.0019862228869298635,0.0038902168874201948,0.6332143776615332,0.6300649236700389,0.004973756286339115
model.layers.6.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.001970973121140646,0.011538120349198877,0.6332143776615332,0.6275763971102118,0.00890374689870832
model.layers.6.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.001969863201651844,0.012094755593177853,0.6332143776615332,0.6258212390295388,0.011675569748269665
model.layers.7.self_attn.q_proj.weight,4096,1024,0.0019939799012147455,0.0019912999888030214,0.001344001717415222,0.6332143776615332,0.6335557537511276,-0.0005391161376580023
model.layers.7.self_attn.k_proj.weight,512,1024,0.0019939799012147455,0.0019935170575204305,0.00023212054145238525,0.6332143776615332,0.6342971111963953,-0.0017099004271834417
model.layers.7.self_attn.v_proj.weight,512,1024,0.0019939799012147455,0.001984723443238469,0.0046422022461899415,0.6332143776615332,0.631476452246229,0.0027446082663543647
model.layers.7.self_attn.o_proj.weight,1024,2048,0.0019939799012147455,0.0019433861262255299,0.025373262267284424,0.6332143776615332,0.6258599537370173,0.01161442977917826
model.layers.7.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.001989195984041312,0.002399180237734111,0.6332143776615332,0.6292362026120062,0.006282509036226291
model.layers.7.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.001976293458745732,0.008869920132213327,0.6332143776615332,0.6256928429040441,0.011878338557734902
model.layers.7.mlp.down_proj.weight,1024,3584,0.0019939799012147455,0.0019787245726124937,0.0076506932657436355,0.6332143776615332,0.6225058471473515,0.01691138245111945
model.layers.8.linear_attn.out_proj.weight,1024,2048,0.0019939799012147455,0.0019700969748877866,0.011977516078476635,0.6332143776615332,0.6273101243133962,0.009324256612652237
model.layers.8.linear_attn.in_proj_qkv.weight,6144,1024,0.0019939799012147455,0.001984229360489541,0.004889989472443679,0.6332143776615332,0.6299421784396727,0.005167600953637219
model.layers.8.linear_attn.in_proj_z.weight,2048,1024,0.0019939799012147455,0.001990175948675312,0.0019077185969206267,0.6332143776615332,0.6311780835446311,0.0032158052450137475
model.layers.8.linear_attn.in_proj_b.weight,16,1024,0.0019939799012147455,0.0019936220049623816,0.00017948839511661152,0.6332143776615332,0.6332145929723741,-3.4002835147539656e-07
model.layers.8.linear_attn.in_proj_a.weight,16,1024,0.0019939799012147455,0.0019937311502329115,0.00012475099758146868,0.6332143776615332,0.6332578319178722,-6.862487314251986e-05
model.layers.8.mlp.gate_proj.weight,3584,1024,0.0019939799012147455,0.001985279734298027,0.004363216956910332,0.6332143776615332,0.6253662070500722,0.012394176266881995
model.layers.8.mlp.up_proj.weight,3584,1024,0.0019939799012147455,0.001967903386479414,0.013077621654784766,0.6332143776615332,0.6208605353237825,0.019509731259377827
