matrix,m,n,kl_off_full,kl_off_without,share_off,kl_task_full,kl_task_without,share_task
model.layers.16.linear_attn.in_proj_z.weight,2048,1024,0.005858842898928863,0.0058579739000108105,0.0001483226181421271,0.5057602868779256,0.5051481910025716,0.0012102489879791678
model.layers.16.linear_attn.in_proj_b.weight,16,1024,0.005858842898928863,0.0058579258369350325,0.000156526128051393,0.5057602868779256,0.5057102934066174,9.884815515426304e-05
model.layers.16.linear_attn.in_proj_a.weight,16,1024,0.005858842898928863,0.005858126820058237,0.0001222218931243857,0.5057602868779256,0.5057607594753095,-9.344296025837195e-07
model.layers.16.mlp.gate_proj.weight,3584,1024,0.005858842898928863,0.005852027281454395,0.0011633043575404178,0.5057602868779256,0.5043635855592101,0.002761587564214185
model.layers.16.mlp.up_proj.weight,3584,1024,0.005858842898928863,0.005861718713731277,-0.0004908503013349996,0.5057602868779256,0.5029512687683168,0.005554050372260422
model.layers.16.mlp.down_proj.weight,1024,3584,0.005858842898928863,0.0058074791269079945,0.008766879895390156,0.5057602868779256,0.5032076315940534,0.005047164338722432
model.layers.17.linear_attn.out_proj.weight,1024,2048,0.005858842898928863,0.005847665227643214,0.0019078291530384428,0.5057602868779256,0.5042506618454532,0.0029848627336704903
model.layers.17.linear_attn.in_proj_qkv.weight,6144,1024,0.005858842898928863,0.00586169183245292,-0.000486262146502936,0.5057602868779256,0.5054779501647102,0.0005582421564933604
model.layers.17.linear_attn.in_proj_z.weight,2048,1024,0.005858842898928863,0.005857912014836605,0.00015888531375851667,0.5057602868779256,0.505270581447073,0.0009682559970762838
model.layers.17.linear_attn.in_proj_b.weight,16,1024,0.005858842898928863,0.005858805741514082,6.342108061718754e-06,0.5057602868779256,0.5057513980342302,1.757521087764058e-05
model.layers.17.linear_attn.in_proj_a.weight,16,1024,0.005858842898928863,0.005858648762592826,3.313561045870106e-05,0.5057602868779256,0.5057501212387746,2.0099718018085078e-05
model.layers.17.mlp.gate_proj.weight,3584,1024,0.005858842898928863,0.0058714695650728295,-0.002155146734908131,0.5057602868779256,0.5048337473224414,0.0018319737225788169
model.layers.17.mlp.up_proj.weight,3584,1024,0.005858842898928863,0.0058103091290895555,0.008283848991441745,0.5057602868779256,0.5036257332302432,0.004220484887928033
model.layers.17.mlp.down_proj.weight,1024,3584,0.005858842898928863,0.005832893618934252,0.00442907933226111,0.5057602868779256,0.5026943360123678,0.006062063283940433
model.layers.18.linear_attn.out_proj.weight,1024,2048,0.005858842898928863,0.005806882656324147,0.008868686786978941,0.5057602868779256,0.5041445505468818,0.0031946682508779967
model.layers.18.linear_attn.in_proj_qkv.weight,6144,1024,0.005858842898928863,0.005848815096326387,0.0017115670748415468,0.5057602868779256,0.5050028725864206,0.0014975756522532802
model.layers.18.linear_attn.in_proj_z.weight,2048,1024,0.005858842898928863,0.005854502585629679,0.0007408140778067951,0.5057602868779256,0.5050510747743703,0.0014022692606675546
model.layers.18.linear_attn.in_proj_b.weight,16,1024,0.005858842898928863,0.005858186222868195,0.0001120828928162787,0.5057602868779256,0.5057510821691067,1.819974612038422e-05
model.layers.18.linear_attn.in_proj_a.weight,16,1024,0.005858842898928863,0.005858811315695543,5.39069469263076e-06,0.5057602868779256,0.5057524816973172,1.543256916547442e-05
model.layers.18.mlp.gate_proj.weight,3584,1024,0.005858842898928863,0.0058432721512217374,0.0026576489548768567,0.5057602868779256,0.5046668516028403,0.002161963490322938
model.layers.18.mlp.up_proj.weight,3584,1024,0.005858842898928863,0.005839659029093017,0.0032743444681463396,0.5057602868779256,0.5042644454253654,0.002957609546202389
model.layers.18.mlp.down_proj.weight,1024,3584,0.005858842898928863,0.005791727209649559,0.01145545126181391,0.5057602868779256,0.5028676872046192,0.0057193096183224545
model.layers.19.self_attn.q_proj.weight,4096,1024,0.005858842898928863,0.00584689103337526,0.002039970308094219,0.5057602868779256,0.5053254716873664,0.0008597258460986135
model.layers.19.self_attn.k_proj.weight,512,1024,0.005858842898928863,0.0058530518269706506,0.000988432709003284,0.5057602868779256,0.5056289239751839,0.00025973352623753776
model.layers.19.self_attn.v_proj.weight,512,1024,0.005858842898928863,0.005853538300013912,0.0009054004359667633,0.5057602868779256,0.5050595498548106,0.001385512151301338
model.layers.19.self_attn.o_proj.weight,1024,2048,0.005858842898928863,0.005600808789480294,0.04404182086803243,0.5057602868779256,0.5053779627574609,0.0007559393854839058
model.layers.19.mlp.gate_proj.weight,3584,1024,0.005858842898928863,0.005858975126662851,-2.2568916127063687e-05,0.5057602868779256,0.505209808862564,0.0010884168441926967
model.layers.19.mlp.up_proj.weight,3584,1024,0.005858842898928863,0.005812876613535842,0.007845625183331872,0.5057602868779256,0.5043489727336462,0.0027904803538283396
model.layers.19.mlp.down_proj.weight,1024,3584,0.005858842898928863,0.005780210831637429,0.013421091612784153,0.5057602868779256,0.50334063468931,0.004784187788946848
model.layers.20.linear_attn.out_proj.weight,1024,2048,0.005858842898928863,0.005819769318880478,0.006669163301089465,0.5057602868779256,0.5045529030175337,0.002387265057612775
model.layers.20.linear_attn.in_proj_qkv.weight,6144,1024,0.005858842898928863,0.005861496038794404,-0.0004528436606527908,0.5057602868779256,0.505532521322298,0.00045034290263012977
model.layers.20.linear_attn.in_proj_z.weight,2048,1024,0.005858842898928863,0.0058466349192065805,0.0020836844293119494,0.5057602868779256,0.5057388392960822,4.240661514931521e-05
model.layers.20.linear_attn.in_proj_b.weight,16,1024,0.005858842898928863,0.005857869429203722,0.00016615392184682332,0.5057602868779256,0.5057617156121798,-2.8249237655764148e-06
model.layers.20.linear_attn.in_proj_a.weight,16,1024,0.005858842898928863,0.005858962774398347,-2.0460604858607567e-05,0.5057602868779256,0.5057583467571924,3.836047992478164e-06
model.layers.20.mlp.gate_proj.weight,3584,1024,0.005858842898928863,0.0058727781157366776,-0.0023784929973735824,0.5057602868779256,0.50516852754284,0.0011700391478709493
model.layers.20.mlp.up_proj.weight,3584,1024,0.005858842898928863,0.00583297472395563,0.004415236151486868,0.5057602868779256,0.5048676469007901,0.001764946755004826
model.layers.20.mlp.down_proj.weight,1024,3584,0.005858842898928863,0.005675449868605707,0.031301919762464436,0.5057602868779256,0.5045170222139365,0.002458209345901574
model.layers.21.linear_attn.out_proj.weight,1024,2048,0.005858842898928863,0.005833903176619457,0.004256765839200982,0.5057602868779256,0.5044412284845561,0.002608070320254119
model.layers.21.linear_attn.in_proj_qkv.weight,6144,1024,0.005858842898928863,0.005864435454465685,-0.0009545494960863099,0.5057602868779256,0.505317856828098,0.0008747821078612938
model.layers.21.linear_attn.in_proj_z.weight,2048,1024,0.005858842898928863,0.005852431745003591,0.0010942696426361476,0.5057602868779256,0.5053960469514964,0.0007201829322694975
