run,intervention,step,n_matrices,h_fro_total,kl_step,kl_per_fro2
klcap_v3_sft_none,none,4,27,0.045209283892935645,5.6910373857704854e-05,0.02784429220569447
klcap_v3_sft_frame_matched,frame_matched,4,27,0.04520126165059872,5.736647288069713e-05,0.028077409408145355
klcap_v3_sft_exact_iso,exact_iso,4,27,0.04522503527705271,5.2557395903922796e-05,0.025696620471561345
klcap_v3_sft_spectrum_matched,spectrum_matched,4,27,0.05724118368072123,5.804481101381202e-06,0.0017715205302597538
klcap_v3_sft_random_ext,random_ext,4,27,0.05742856448164157,8.156461142793453e-07,0.0002473123763578795
