run,intervention,step,n_matrices,h_fro_total,kl_step,kl_per_fro2
klcap_v3_rlvr_none,none,8,27,0.006478174715293002,0.0003908939739053103,9.314373780907342
klcap_v3_rlvr_frame_matched,frame_matched,8,27,0.006606809264753181,0.0002591451288531288,5.93689696188865
klcap_v3_rlvr_exact_iso,exact_iso,8,27,0.008776846145110744,0.0002388300305740596,3.100358845865926
klcap_v3_rlvr_spectrum_matched,spectrum_matched,8,27,0.006643733434145368,1.5375274963656726e-07,0.0034833610652632596
klcap_v3_rlvr_random_ext,random_ext,8,27,0.006580466189954243,1.0272660692367333e-07,0.0023723000574039288
