step,matrix,m,n,r_null,G_r_spectrum,G_stable_rank_G,G_alignment_GW,G_G_fro,G_energy_top,G_energy_mid,G_energy_tail,G_energy_top_rows,G_energy_tail_rows,G_pangle_Gtop_Wtop_mean,H_r_spectrum,H_stable_rank_G,H_alignment_GW,H_G_fro,H_energy_top,H_energy_mid,H_energy_tail,H_energy_top_rows,H_energy_tail_rows,H_pangle_Gtop_Wtop_mean,n_microbatch,snr_diag_median,snr_offdiag_median,spearman_absC_snr,sig_energy_diag,sig_energy_total,noise_energy,R_sigma_cross,snr_cross_diag_median,snr_cross_offdiag_median,spearman_absC_snr_cross,spearman_absC_split
10,model.layers.22.mlp.down_proj.weight,1024,3584,0.00027901785714285713,0.0005749348201788962,1.8032749891281128,0.001191735384054482,0.9322183132171631,0.0005174166872166097,0.09215835481882095,0.42647039890289307,0.010064475238323212,0.5711444616317749,1.4551761150360107,0.004065358079969883,6.932694911956787,-0.0019756050314754248,0.006437172647565603,0.0015482770977541804,0.2340230792760849,0.2708331346511841,0.011836846359074116,0.5277237892150879,1.451431155204773,8.0,0.07671003043651581,0.07470803707838058,0.8489603400230408,7.789308438077569e-05,0.017909176647663116,2.038853168487549,0.004349339219396196,0.0018440980929881334,0.00036299225757829845,-0.008004497736692429,0.13404059410095215
10,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.00016276041666666666,0.00012443751620594412,2.3469078540802,0.00012187931861262769,0.4843355715274811,0.0009775619255378842,0.16732127964496613,0.28497034311294556,0.007824168540537357,0.5273040533065796,1.5379530191421509,0.012039014138281345,18.438499450683594,-0.021697133779525757,0.007973437197506428,0.008066773414611816,0.3553529679775238,0.22451438009738922,0.017417144030332565,0.442987322807312,1.522891879081726,8.0,0.07674873620271683,0.07078084349632263,0.8924999833106995,6.081441483729577e-08,0.0010854169959202409,0.21772676706314087,5.6028618554784974e-05,0.0006899351137690246,0.0006662220694124699,-0.006333755329251289,0.045630667358636856
10,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.00048828125,0.00022277816606219858,1.290030837059021,0.00018188437388744205,1.3346054553985596,0.0005626546335406601,0.08240339905023575,0.4544501006603241,0.0144211295992136,0.6123664379119873,1.4518324136734009,0.009292014874517918,17.1434383392334,0.0012768101878464222,0.004644483793526888,0.009888001717627048,0.25996607542037964,0.23896445333957672,0.02541509084403515,0.4922126531600952,1.415159821510315,,,,,,,,,,,,
10,model.layers.12.linear_attn.in_proj_qkv.weight,6144,1024,0.00016276041666666666,6.831899372627959e-05,1.859128713607788,-0.00018659370834939182,0.8018254637718201,0.000359994824975729,0.14989669620990753,0.27330973744392395,0.0027625630609691143,0.6143748760223389,1.5519059896469116,0.01613462157547474,7.553139686584473,0.01002960093319416,0.008729271590709686,0.015640001744031906,0.39590948820114136,0.2006688266992569,0.024862073361873627,0.4103371202945709,1.5184520483016968,8.0,0.07904338836669922,0.0828971415758133,0.873404860496521,4.692031779995887e-06,0.01086890883743763,0.34131908416748047,0.0004316929923852452,0.0005422212416306138,0.005085335578769445,0.0020129652693867683,0.12672607600688934
10,model.layers.12.linear_attn.out_proj.weight,1024,2048,0.00048828125,0.00031828347709961236,2.1179914474487305,0.0001435687590856105,1.1258047819137573,6.386642053257674e-05,0.1483883410692215,0.3668138384819031,0.0161282978951931,0.5960130095481873,1.4253135919570923,0.005403615068644285,6.554431438446045,0.000558009254746139,0.004929348826408386,0.002404929371550679,0.24649441242218018,0.25861233472824097,0.019111856818199158,0.5066792368888855,1.408352255821228,,,,,,,,,,,,
10,model.layers.21.linear_attn.in_proj_qkv.weight,6144,1024,0.00016276041666666666,0.00010350385127821937,2.346625328063965,6.12948315392714e-06,0.23786085844039917,0.0007638937095180154,0.1927689015865326,0.23221367597579956,0.006645725574344397,0.5073151588439941,1.5389845371246338,0.028427738696336746,9.171566009521484,0.0342257022857666,0.008685619570314884,0.026962706819176674,0.4061312973499298,0.21912513673305511,0.03711685538291931,0.3839145302772522,1.5002483129501343,8.0,0.0749952495098114,0.07129627466201782,0.8786378502845764,-8.985850286080677e-07,-0.0009449573699384928,0.04680454730987549,,-0.0021095715928822756,-0.0020686169154942036,0.0031111654825508595,0.07666920870542526
10,model.layers.21.linear_attn.out_proj.weight,1024,2048,0.00048828125,0.0004611901822499931,2.020709991455078,0.0003897510759998113,0.5937153697013855,0.0001367293152725324,0.11692091077566147,0.407178670167923,0.005461475811898708,0.5930798649787903,1.4760783910751343,0.006149102468043566,4.933025360107422,0.008008921518921852,0.004729011561721563,0.001428340096026659,0.23850062489509583,0.2712661027908325,0.011191882193088531,0.5182266235351562,1.4647314548492432,,,,,,,,,,,,
20,model.layers.7.self_attn.q_proj.weight,4096,1024,0.000244140625,0.0001473931479267776,2.154470920562744,-0.0003428264462854713,0.6253506541252136,0.0009462802554480731,0.18124356865882874,0.2550705373287201,0.007295531220734119,0.5062739253044128,1.5357784032821655,0.021013902500271797,7.464160919189453,-0.005000414326786995,0.005450185388326645,0.021197477355599403,0.3847292363643646,0.17995436489582062,0.032088134437799454,0.40221071243286133,1.4956117868423462,8.0,0.08176354318857193,0.07358106225728989,0.89276123046875,1.4570486200682353e-05,0.006802151910960674,0.37503573298454285,0.0021420406940933123,0.004725545644760132,0.0023739798925817013,0.01607540063560009,0.0732126533985138
20,model.layers.7.self_attn.k_proj.weight,512,1024,0.0009765625,0.0019216699292883277,3.5678436756134033,1.4569254744856153e-06,0.45728200674057007,0.006094186566770077,0.17248649895191193,0.22828678786754608,0.039915781468153,0.6511979699134827,1.3199394941329956,0.0035167138557881117,10.87585735321045,0.0008189157815650105,0.0018981340108439326,0.0013994412729516625,0.29151737689971924,0.1867435723543167,0.019857116043567657,0.49220529198646545,1.3396415710449219,,,,,,,,,,,,
20,model.layers.7.self_attn.v_proj.weight,512,1024,0.0009765625,0.0008499342948198318,1.6271038055419922,-0.0011315386509522796,0.9966760873794556,0.0007402427727356553,0.1123107522726059,0.25309330224990845,0.005601965356618166,0.7954686880111694,1.4429527521133423,0.0038149962201714516,5.374763011932373,0.009291939437389374,0.0018235811730846763,0.0007043114746920764,0.19503702223300934,0.22857242822647095,0.0073729283176362514,0.6799347996711731,1.4314072132110596,,,,,,,,,,,,
