run,intervention,step,n_matrices,h_fro_total,kl_step,kl_per_fro2
klcap_v3_rlvr_none,none,8,27,0.006478174715293002,8.489302174951419e-07,0.02022863970159888
klcap_v3_rlvr_frame_matched,frame_matched,8,27,0.006606809264753181,1.2110753815607897e-06,0.027745185816251083
klcap_v3_rlvr_exact_iso,exact_iso,8,27,0.008776846145110744,9.428032954969581e-07,0.01223894888795875
klcap_v3_rlvr_spectrum_matched,spectrum_matched,8,27,0.006643733434145368,2.1415563543229266e-08,0.0004851824791002913
klcap_v3_rlvr_random_ext,random_ext,8,27,0.006580466189954243,1.2272062030799629e-08,0.00028340285279510627
