run,ckpt,matrix,m,n,disp_fro,w0_fro,rel_disp
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.linear_attn.out_proj.weight,1024,2048,0.0018456343095749617,17.915380477905273,0.00010301954300390943
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.linear_attn.in_proj_qkv.weight,6144,1024,0.01044196542352438,41.524749755859375,0.00025146365685324714
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.linear_attn.in_proj_z.weight,2048,1024,0.004138871096074581,25.05157470703125,0.00016521400927794452
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.linear_attn.in_proj_b.weight,16,1024,0.00013991128071211278,2.2407264709472656,6.244014275109865e-05
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.linear_attn.in_proj_a.weight,16,1024,9.737008804222569e-05,4.82482385635376,2.018106586709897e-05
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.mlp.gate_proj.weight,3584,1024,0.02230437658727169,23.213136672973633,0.0009608514739518169
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.mlp.up_proj.weight,3584,1024,0.010762703604996204,16.39203643798828,0.000656581239659388
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.0.mlp.down_proj.weight,1024,3584,0.011194080114364624,16.277727127075195,0.0006876930683857699
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.1.linear_attn.out_proj.weight,1024,2048,0.0018868905026465654,18.343368530273438,0.0001028649944819289
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.1.linear_attn.in_proj_qkv.weight,6144,1024,0.010763744823634624,41.7341194152832,0.0002579123502410092
v4_rlvr_lrscale_a2_lr0.1_s1,/scratch/rhong5/spectral_runs/v4_rlvr_lrscale_a2_lr0.1_s1/ckpt_000300,model.layers.1.linear_attn.in_proj_z.weight,2048,1024,0.00425852183252573,27.767534255981445,0.000153363341277175
